Chandler,Customer,"[0.648, 0.375, 0.386, 0.58, 0.477]",“ ” 好 了 ， 够 了 ， 亲爱 的 ！ “ ” ,我 不 知道 。 让 我 看看 戒指 。 ,“ ” 太好了 ！ “ 好 的 ， 这里 。 ” ,neutral,neutral,joy,neutral,neutral,positive
Chandler,Customer,"[0.648, 0.375, 0.386, 0.58, 0.477]",“ ” 太好了 ！ “ 好 的 ， 这里 。 ” ,好 吧 。 ,谢谢 。 谢谢 。 谢谢 ！ 和 ,joy,neutral,joy,positive,neutral,positive
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]",你 能 等 一下 吗 ？ 我 有 另 一个 电话 。 我 爱 她 。 ,我 知道 。 ,我 回来 啦 。 ,joy,neutral,neutral,positive,neutral,neutral
Chandler,Jade,"[0.648, 0.375, 0.386, 0.58, 0.477]",我 回来 啦 。 ,“ ” 那么 ， 我们 到底 要 不要 聚一聚 ？ “ ” ,“ ” 嗯 ， 当然 。 明天 下午 怎么样 ？ “ 你 知道 吗 ， 呃 ， 村里 的 中央公园 咖啡馆 ， 比如说 ， 五点钟 左右 ？ ” ,neutral,neutral,neutral,neutral,neutral,neutral
Chandler,Jade,"[0.648, 0.375, 0.386, 0.58, 0.477]",“ ” 嗯 ， 当然 。 明天 下午 怎么样 ？ “ 你 知道 吗 ， 呃 ， 村里 的 中央公园 咖啡馆 ， 比如说 ， 五点钟 左右 ？ ” ,“ ” 太好了 ， 到时候 见 。 “ ” ,好 的 ， 好 的 拥有 一部 手机 终于 有 了 回报 。 ,neutral,neutral,joy,neutral,neutral,positive
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]",好 的 ， 好 的 拥有 一部 手机 终于 有 了 回报 。 ,“ ” 即使 你 给 鲍勃 留下 了 很 好 的 印象 ， 我 想 当 她 明天 见到 你 时 ， 她 可能 会 意识 到 ， “ ” 嘿 ， 你 不是 鲍勃 。 “ ” ,“ ” 我 希望 当 鲍勃 没有 出现 的 时候 ， 她 会 在 邻桌 那个 冷嘲热讽 的 陌生人 张开 的 双臂 中 寻求 安慰 。 “ ” ,joy,neutral,neutral,positive,neutral,neutral
Ross,Chandler,"[0.722, 0.489, 0.6, 0.533, 0.356]",“ ” 即使 你 给 鲍勃 留下 了 很 好 的 印象 ， 我 想 当 她 明天 见到 你 时 ， 她 可能 会 意识 到 ， “ ” 嘿 ， 你 不是 鲍勃 。 “ ” ,“ ” 我 希望 当 鲍勃 没有 出现 的 时候 ， 她 会 在 邻桌 那个 冷嘲热讽 的 陌生人 张开 的 双臂 中 寻求 安慰 。 “ ” ,哦 天 哪 。 你 是 纯粹 的 恶魔 。 ,neutral,neutral,disgust,neutral,neutral,negative
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]",“ ” 我 希望 当 鲍勃 没有 出现 的 时候 ， 她 会 在 邻桌 那个 冷嘲热讽 的 陌生人 张开 的 双臂 中 寻求 安慰 。 “ ” ,哦 天 哪 。 你 是 纯粹 的 恶魔 。 ,“ ” 好 吧 ， 纯粹 的 邪恶 ， 饥渴 和 孤独 。 我 做 过 这个 “ ” ,neutral,disgust,anger,neutral,negative,negative
Ross,Monica,"[0.722, 0.489, 0.6, 0.533, 0.356]",这 是 我 的 婚礼 。 ,“ ” 好 吧 ， 你 知道 吗 ？ 我们 真的 迟到 了 ！ 我们 走 吧 ！ 我们 走 吧 ！ “ 我们 走 吧 ！ ” ,好 的 。 当 我们 回来 的 时候 ， 你 会 在 视频 上 看到 它 。 ,neutral,anger,neutral,neutral,negative,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",嘿 ！ ,嘿 ！ 所以 埃斯特 尔 明天 为 我 安排 了 一堆 试镜 ， 我 很快 就 能 拿 回 我 的 健康 保险 了 。 ,“ ” 那 太好了 ， 不过 你 现在 不是 应该 在 上 厕所 吗 ？ “ ” ,neutral,joy,disgust,neutral,positive,negative
Joey,Chandler,"[0.574, 0.614, 0.297, 0.545, 0.455]",嘿 ！ 所以 埃斯特 尔 明天 为 我 安排 了 一堆 试镜 ， 我 很快 就 能 拿 回 我 的 健康 保险 了 。 ,“ ” 那 太好了 ， 不过 你 现在 不是 应该 在 上 厕所 吗 ？ “ ” ,什么 ？ ,joy,disgust,surprise,positive,negative,positive
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",“ ” 那 太好了 ， 不过 你 现在 不是 应该 在 上 厕所 吗 ？ “ ” ,什么 ？ ,你 怎么 了 ？ ,disgust,surprise,disgust,negative,positive,negative
Joey,Chandler,"[0.574, 0.614, 0.297, 0.545, 0.455]",什么 ？ ,你 怎么 了 ？ ,没有 什么 ！ ,surprise,disgust,neutral,positive,negative,neutral
Joey,Chandler,"[0.574, 0.614, 0.297, 0.545, 0.455]",“ ” 但是 ， 嗯 ， 我 不 认为 这有 什么 严重 的 . “ ” ,听 起来 像是 疝气 。 你 必须 去 看 医生 ！ ,“ ” 不 可能 ！ 凯 ： “ 听 着 ， 如果 我 必须 去 看 医生 ， 那 就是 因为 这个 东西 从 我 的 胃里 伸出 来 ！ ” ,neutral,surprise,fear,neutral,positive,negative
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",听 起来 像是 疝气 。 你 必须 去 看 医生 ！ ,“ ” 不 可能 ！ 凯 ： “ 听 着 ， 如果 我 必须 去 看 医生 ， 那 就是 因为 这个 东西 从 我 的 胃里 伸出 来 ！ ” ,那 是 疝气 。 ,surprise,fear,disgust,positive,negative,negative
Joey,Chandler,"[0.574, 0.614, 0.297, 0.545, 0.455]",“ ” 不 可能 ！ 凯 ： “ 听 着 ， 如果 我 必须 去 看 医生 ， 那 就是 因为 这个 东西 从 我 的 胃里 伸出 来 ！ ” ,那 是 疝气 。 ,为什么 我 又 要 开始 健身 了 ？ 该死 的 15 秒 ！ ,fear,disgust,anger,negative,negative,negative
Ross,Mona,"[0.722, 0.489, 0.6, 0.533, 0.356]",呃 ， 这是 一件 来自 加尔各答 的 18 世纪 印度 文物 。 ,“ ” 哦 ， 哇 ！ “ 所以 ， 你们 不仅仅 是 恐龙 。 ” ,还有 更 多 。 ,neutral,surprise,neutral,neutral,positive,neutral
Ross,Mona,"[0.722, 0.489, 0.6, 0.533, 0.356]",“ ” 好 ， 好 ， 总结 一下 ， 我们 玩得 很 开心 ， 你 看起来 很 年轻 。 “ ” ,好 的 ,但 这 还 不够 。 这 是 我 公寓 的 钥匙 。 ,neutral,neutral,neutral,neutral,neutral,neutral
Ross,Mona,"[0.722, 0.489, 0.6, 0.533, 0.356]",但 这 还 不够 。 这 是 我 公寓 的 钥匙 。 ,的确 ,真的 。 ,neutral,surprise,neutral,neutral,positive,neutral
Ross,Charlie,"[0.722, 0.489, 0.6, 0.533, 0.356]",滚出去 ！ ,“ ” 罗斯 ， 我能 和 你 谈谈 吗 ？ “ ” ,“ ” 是 的 ， 请 ！ “ 那么 ， 这是 怎么回事 ？ ” ,anger,neutral,neutral,negative,neutral,neutral
Ross,Charlie,"[0.722, 0.489, 0.6, 0.533, 0.356]",“ ” 是 的 ， 请 ！ “ 那么 ， 这是 怎么回事 ？ ” ,“ ” 呃 ， 好 吧 .. “ 乔伊 和 我 分手 了 。 ” ,“ 哦 ， 天 哪 ， 发生 了 什么 事 ？ ” ,neutral,sadness,surprise,neutral,negative,positive
Ross,Charlie,"[0.722, 0.489, 0.6, 0.533, 0.356]",“ 哦 ， 天 哪 ， 发生 了 什么 事 ？ ” ,“ ” 乔伊是 个 好人 ， 但 我们 只是 … … 如此 不同 ！ “ 我 的 意思 是 ， 在 你 的 演讲 中 ， 他 一直 在 嘲笑 直立人 ！ ” ,我 就 知道 是 他 ！ ,surprise,sadness,anger,positive,negative,negative
Ross,Charlie,"[0.722, 0.489, 0.6, 0.533, 0.356]",我 就 知道 是 他 ！ ,“ ” 不管怎样 ， 我 只是 ， 呃 ， 我 觉得 这样 最好 。 “ ” ,“ 嘿 ， 你 还好 吗 ？ ” ,anger,sadness,neutral,negative,negative,neutral
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",哦 ！ ,这些 沙子 是 怎么回事 ？ ,“ ” 哦 ， 是 的 ， 鲍勃 说 可能 会 有 洪水 损失 . “ ” ,disgust,surprise,neutral,negative,positive,neutral
Monica,Rachel,"[0.713, 0.457, 0.457, 0.66, 0.511]",瑞秋 ？ 你 在 干什么 ？ ,“ ” 哦 ， 天 哪 ， 我 看不下去 了 。 “ 太 吓人 了 ！ ” ,这 是 个 尿布 广告 。 ,neutral,fear,neutral,neutral,negative,neutral
Rachel,Monica,"[0.635, 0.354, 0.521, 0.552, 0.469]",“ ” 哦 ， 天 哪 ， 我 看不下去 了 。 “ 太 吓人 了 ！ ” ,这 是 个 尿布 广告 。 ,“ ” 哦 ， 是 的 ， 你 知道 我 ， 孩子 ， 责任 ， 啊 ！ “ ” ,fear,neutral,fear,negative,neutral,negative
Ross,Caitlin,"[0.722, 0.489, 0.6, 0.533, 0.356]",我 去 拿 ！ 我 去 开门 ！ ,嗨 ！ ,嗨 ！ ,joy,joy,joy,positive,positive,positive
Ross,Joey,"[0.722, 0.489, 0.6, 0.533, 0.356]",“ ” 嘿 ， 你 想 吃 点 东西 吗 ？ 或者 ， 呃 ， 你 想 看看 我们 能 把 这个 球 扔来扔去 多久 吗 ？ “ 啊 ？ ” ,“ ” 嗯 ， 球 的 事 。 “ ” ,是 啊 ？ ,neutral,neutral,neutral,neutral,neutral,neutral
Joey,Ross,"[0.574, 0.614, 0.297, 0.545, 0.455]",“ ” 嗯 ， 球 的 事 。 “ ” ,是 啊 ？ ,“ ” 嘿 ， 罗斯 ， 如果 我们 能 连续 两个 小时 不 掉下来 ， 那 不是 很棒 吗 ？ “ ” ,neutral,neutral,joy,neutral,neutral,positive
Ross,Joey,"[0.722, 0.489, 0.6, 0.533, 0.356]",是 啊 ？ ,“ ” 嘿 ， 罗斯 ， 如果 我们 能 连续 两个 小时 不 掉下来 ， 那 不是 很棒 吗 ？ “ ” ,“ 嗯 ， ” ,neutral,joy,neutral,neutral,positive,neutral
Joey,Ross,"[0.574, 0.614, 0.297, 0.545, 0.455]",“ ” 嘿 ， 罗斯 ， 如果 我们 能 连续 两个 小时 不 掉下来 ， 那 不是 很棒 吗 ？ “ ” ,“ 嗯 ， ” ,好 的 ！ ,joy,neutral,joy,positive,neutral,positive
Joey,Ross,"[0.574, 0.614, 0.297, 0.545, 0.455]",啊 哦 。 ,什么 ？ ,我要 尿 尿 。 瑞秋 在 浴室 里 ！ ,fear,neutral,sadness,negative,neutral,negative
Joey,Phoebe,"[0.574, 0.614, 0.297, 0.545, 0.455]",“ ” 哦 ， 难以置信 ！ “ 我们 度过 了 最 美好 的 时光 ！ ” ,“ ” 耶 ！ “ 哦 ， 那么 ， 你 不再 ， 你 不 再生 我们 的 气 了 ？ ” ,不 ！ ,joy,joy,joy,positive,positive,positive
Joey,Phoebe,"[0.574, 0.614, 0.297, 0.545, 0.455]",“ ” 太 尴尬 了 ， 我们 都 很 紧张 。 “ ” ,你们 不是 睡 在 一起 吗 ？ ,“ ” 是 的 ， 这 真的 让 我 平静下来 。 “ ” ,neutral,neutral,neutral,neutral,neutral,neutral
Joey,Rachel,"[0.574, 0.614, 0.297, 0.545, 0.455]",“ ” 她 喜欢 三明治 ， 喜欢 运动 ， 虽然 她 是 大都会 艺术 博物馆 的 粉丝 ， 现在 这 不是 什么 大 问题 ， 但 如果 我们 有 了 孩子 ， 那 就是 … … “ ” ,“ ” 我 的 天 啊 ！ 听 你 说 要 孩子 的 事 。 哦 ， 我 的 乔伊 。 “ 哦 ， 请 不要 在 我 之前 结婚 。 ” ,好 的 。 ,joy,surprise,neutral,positive,positive,neutral
Monica,Ross,"[0.713, 0.457, 0.457, 0.66, 0.511]",她 是 怎么 做到 的 ？ ,我 不能 在 公共场所 睡觉 。 ,你 能 看看 她 吗 ？ 她 是 如此 的 平静 。 ,surprise,neutral,joy,positive,neutral,positive
Phoebe,Ross,"[0.6, 0.48, 0.31, 0.46, 0.56]",我 昨晚 一夜 没睡 ！ ,为什么 ？ ,“ ” 我 祖母 有 了 一个 新 男友 ， 他们 在 床上 都 有点 没有 安全感 . “ ” ,anger,neutral,disgust,negative,neutral,negative
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",你 不 知道 他们 的 声音 有 多 大 ！ ,“ ” 好 吧 ， 如果 你 愿意 ， 你 今晚 可以 和 瑞秋 和 我 呆 在 一起 。 “ ” ,谢谢 。 ,disgust,neutral,joy,negative,neutral,positive
Joey,Nurse,"[0.574, 0.614, 0.297, 0.545, 0.455]",恶 ！ 那 是 什么 ？ 有 东西 爆炸 了 ！ ,“ ” 只是 她 的 羊水 破 了 。 “ 冷静 点 ， 好 吗 ？ ” ,“ ” 破水 ， 什么 意思 ？ “ 那 是 什么 ， 破水 ？ ” ,disgust,neutral,surprise,negative,neutral,positive
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]",你们 不会 想 和 我 一起 去 听 讲座 的 。 ,帕哈 ！ 我 很 乐意 和 你 一起 去 。 ,的确 ,neutral,joy,surprise,neutral,positive,positive
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]",帕哈 ！ 我 很 乐意 和 你 一起 去 。 ,的确 ,“ ” 是 的 ， 嘿 ， 我 有 衣服 ， 我 甚至 把 它们 挑出来 。 “ ” ,joy,surprise,neutral,positive,positive,neutral
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]",“ ” 我 的 意思 是 ， 你 所 知道 的 ， 我 可以 成为 一种 时尚 … … 蒙格 。 “ ” ,“ ” 好 的 。 亲爱 的 ， 我 希望 你 能 和 我 一起 去 。 什么 ？ “ ” ,“ ” 我 该 穿 什么 ， 现在 我 很 紧张 . “ ” ,neutral,joy,fear,neutral,positive,negative
Joey,Mr. Treeger,"[0.574, 0.614, 0.297, 0.545, 0.455]",“ ” 我 知道 ， 太棒了 ！ “ 我 的 意思 是 ， 我们 完全 做到 了 ， 它 很漂亮 。 ” ,谢谢 你 ， 听 着 ， 非常感谢 崔比昂 尼 。 “ 哦 ， 天 哪 ， 看看 时间 ， 我 得 赶 公共汽车 去 参加 舞会 。 ” ,“ 哦 ， 好 吧 ， 祝你好运 。 ” ,joy,joy,joy,positive,positive,positive
Joey,Mr. Treeger,"[0.574, 0.614, 0.297, 0.545, 0.455]",“ 哦 ， 好 吧 ， 祝你好运 。 ” ,： 是 的 。 ,除非 你 想 再练 一次 狐步 舞 ？ 或者 探戈 ？ ,joy,neutral,neutral,positive,neutral,neutral
Joey,Mr. Treeger,"[0.574, 0.614, 0.297, 0.545, 0.455]",除非 你 想 再练 一次 狐步 舞 ？ 或者 探戈 ？ ,“ ” ： 啊 ， 谢谢 ， 但是 不行 。 “ 你 看 ， 我 想 我 已经 准备 好 和 女孩 跳舞 了 。 ” ,好 的 。 ,neutral,neutral,neutral,neutral,neutral,neutral
Joey,Mr. Treeger,"[0.574, 0.614, 0.297, 0.545, 0.455]",好 的 。 ,： 是 的 。 ,去 找 艾姆 · 特里格 。 ,neutral,neutral,neutral,neutral,neutral,neutral
Joey,Mr. Treeger,"[0.574, 0.614, 0.297, 0.545, 0.455]",去 找 艾姆 · 特里格 。 ,“ ” ： 对 。 嘿 ， 啊 ， 你 想来 吗 ？ “ 玛吉有 女朋友 了 。 ” ,真的 ？ ,neutral,neutral,surprise,neutral,neutral,positive
